Name,RA,Dec,Con,OT,Mag,Diam
K 4-53,310.564917,37.675139,CYG,PN,nan,0.333
HaWe 5,56.361167,37.813333,PER,PN,nan,0.567
K 3-81,320.569292,38.120889,CYG,PN,nan,0.167
Sp 4-1,285.115250,38.355750,LYR,PN,nan,0.000
Abell 69,304.984958,38.408694,CYG,PN,20.20,0.367
DdDm 1,250.075583,38.705583,HER,PN,13.40,0.010
KjPn 3,304.313167,38.837667,CYG,PN,nan,0.100
Abell 8,76.657833,39.135417,AUR,PN,nan,1.000
K 3-69,85.342250,39.252250,AUR,PN,nan,0.000
Anon. 20h02m,301.093750,39.576167,CYG,PN,nan,0.467
Hu 1-2,323.283458,39.633528,CYG,PN,12.70,0.138
Kj 2-1,304.350000,39.750000,CYG,PN,nan,nan
V 1016 Cyg,299.275000,39.833333,CYG,PN,nan,nan
Sd 1,307.328333,40.256250,CYG,PN,nan,0.127
KjPn 4,307.200000,40.416667,CYG,PN,nan,nan
MaCCo 1,305.525000,40.450000,CYG,PN,nan,nan
KjPn 2,303.817042,40.675694,CYG,PN,nan,0.058
NGC 6058,241.112000,40.682417,HER,PN,13.30,0.383
KjPn 1,303.039083,40.837556,CYG,PN,nan,0.093
K 3-80,316.916750,41.182528,CYG,PN,nan,0.097
CoMaC 1,75.875000,41.700000,AUR,PN,nan,nan
NGC 7027,316.757042,42.236111,CYG,PN,10.40,0.233
We 1- 3,73.631292,42.276889,AUR,PN,nan,1.917
Dd 1,302.179917,42.502389,CYG,PN,16.20,0.333
NGC 7662,351.474208,42.535056,AND,PN,9.20,0.283
Abell 4,41.357458,42.543278,PER,PN,nan,0.333
M 4-17,302.258125,43.729389,CYG,PN,14.16,0.253
We 2-245,319.529333,43.811028,CYG,PN,nan,0.583
K 3-56,301.731125,44.239167,CYG,PN,nan,0.067
We 1- 2,71.678042,44.466778,PER,PN,nan,1.533
IC 5117,323.128958,44.596583,CYG,PN,13.20,0.020
K 4-55,311.291583,44.654556,CYG,PN,25.00,0.450
NGC 2242,98.530833,44.777111,AUR,PN,15.20,0.367
HDW 3,51.814292,45.405361,PER,PN,nan,9.000
K 3-84,324.703833,46.008194,CYG,PN,nan,0.133
IC 2149,89.099792,46.104667,AUR,PN,11.20,0.142
Abell 61,289.792333,46.243417,CYG,PN,13.50,3.333
NGC 7048,318.563333,46.288528,CYG,PN,11.30,1.017
M 1-77,319.781542,46.313222,CYG,PN,18.00,0.117
NGC 6884,302.598250,46.460833,CYG,PN,12.60,0.100
Sh 2-216,71.250000,46.816667,PER,PN,nan,nan
Vy 2-3,350.741583,46.899194,AND,PN,nan,0.070
HaWe 3,49.150000,46.900000,PER,PN,nan,nan
Abell 71,308.096750,47.350972,CYG,PN,14.50,2.617
HDW 13,337.650000,47.516667,LAC,PN,nan,nan
Sh 1-89,318.516833,47.741167,CYG,PN,nan,0.583
Me 2-2,337.932042,47.801111,LAC,PN,nan,0.083
NGC 7026,316.577167,47.852000,CYG,PN,12.70,0.333
K 1-20,354.785875,48.210389,AND,PN,nan,0.550
K 3-65,63.977375,48.828000,PER,PN,nan,0.033
We 1-10,307.969500,48.878028,CYG,PN,nan,3.167
M 1-79,324.252542,48.936667,CYG,PN,13.30,0.550
NGC 6833,297.444042,48.961167,CYG,PN,12.10,0.033
Sa 4- 1,258.449000,49.260194,HER,PN,nan,0.217
K 3-73,300.995833,49.319278,CYG,PN,nan,0.267
K 3-82,322.714542,50.002472,CYG,PN,nan,0.317
IsWe 1,57.274625,50.004194,PER,PN,nan,13.000
K 3-78,311.344542,50.377750,CYG,PN,nan,0.053
M 2-49,325.823333,50.420833,CYG,PN,nan,0.133
M 1-1,24.330667,50.470222,AND,PN,nan,0.100
NGC 6826,296.201083,50.524944,CYG,PN,9.80,0.417
Abell 5,43.055917,50.597861,PER,PN,nan,2.117
We 1-11,317.718708,50.785278,CYG,PN,nan,0.417
K 3-83,323.933833,50.904361,CYG,PN,nan,0.100
IC 5217,335.982333,50.966806,LAC,PN,11.30,0.110
IRAS 21282+5050,322.475000,51.050000,CYG,PN,nan,nan
Abell 84,356.936958,51.399250,CAS,PN,13.00,2.000
Kr 1-2,308.900000,51.550000,CYG,PN,nan,nan
Messier 76,25.589333,51.568528,PER,PN,12.20,1.117
M 2-50,329.424375,51.694639,CYG,PN,nan,0.067
M 2-54,342.910500,51.849000,LAC,PN,nan,0.067
K 3-64,63.363208,51.850472,PER,PN,nan,0.125
M 1-78,320.187167,51.890389,CYG,PN,17.00,0.107
M 1-4,55.430875,52.283444,PER,PN,nan,0.067
Abell 80,338.690833,52.434417,LAC,PN,16.00,2.250
K 3-62,322.959042,52.564333,CYG,PN,nan,0.050
M 1-2,29.705333,52.895500,PER,PN,nan,0.300
V-V 1-2,65.000000,53.150000,CAM,PN,nan,nan
JnEr 1,119.469083,53.421778,LYN,PN,12.00,6.333
K 3-79,313.307000,53.761944,CYG,PN,nan,0.192
Vy 1-1,4.669375,53.877528,CAS,PN,nan,0.087
K 3-61,322.502625,54.458306,CYG,PN,nan,0.102
NGC 7008,315.136417,54.541389,CYG,PN,13.30,1.433
Abell 83,356.691000,54.744444,CAS,PN,17.60,0.783
Abell 79,336.572500,54.827972,LAC,PN,15.30,0.900
K 3-86,343.700000,54.933333,LAC,PN,nan,nan
Messier 97,168.693542,55.016583,UMA,PN,12.00,2.833
WeSb 1,15.224375,55.060694,CAS,PN,18.00,2.500
NeVe 3,34.950000,55.300000,PER,PN,nan,nan
HDW 4,84.475000,55.533333,AUR,PN,nan,nan
PuWe 1,94.892917,55.611833,LYN,PN,nan,20.000
K 3-63,324.798500,55.767722,CEP,PN,nan,0.117
Abell 77,323.044500,55.879361,CEP,PN,14.00,0.667
NeVe 4,57.175000,55.900000,CAM,PN,nan,nan
Hu 1-1,7.064500,55.965306,CAS,PN,12.40,0.083
M 2-53,338.073917,56.173056,LAC,PN,14.80,0.247
K 4-47,65.188667,56.303556,CAM,PN,nan,0.000
BV 5-3,28.260458,56.406111,PER,PN,15.00,0.400
NeVe 5,72.325000,56.700000,CAM,PN,nan,nan
K 3-87,343.778583,56.708556,LAC,PN,nan,0.058
M 2-2,63.312667,56.948306,CAM,PN,nan,0.102
Abell 82,356.447792,57.066861,CAS,PN,12.70,1.567
M 1-80,344.082042,57.155917,CEP,PN,13.40,0.133
Sh 2-176,7.973083,57.375861,CAS,PN,nan,12.000
Abell 73,314.109417,57.432333,CEP,PN,16.50,1.217
M 2-51,334.013833,57.478056,CEP,PN,13.60,0.650
M 2-52,335.129708,57.605111,CEP,PN,nan,0.233
K 3-60,321.860292,57.651833,CEP,PN,nan,0.050
Abell 2,11.400375,57.956500,CAS,PN,nan,0.600
Hb 12,351.561792,58.181861,CAS,PN,nan,0.017
Abell 28,130.394125,58.231722,UMA,PN,13.50,4.500
Bl 2-1,335.069250,58.238000,CEP,PN,nan,0.000
Simeiz 22,22.665167,58.366750,CAS,PN,12.10,5.667
K 4-57,342.145375,58.484556,CEP,PN,nan,0.000
WeSb 6,348.275000,59.300000,CAS,PN,nan,nan
K 3-94,54.033125,60.063083,CAM,PN,nan,0.118
M 4-18,66.461750,60.120250,CAM,PN,nan,0.067
We 2- 5,25.659083,60.168417,CAS,PN,nan,3.250
NGC 1501,61.753000,60.917361,CAM,PN,13.30,0.867
KjPn 8,351.086083,60.949750,CAS,PN,nan,0.063
NGC 7354,340.083750,61.284917,CEP,PN,12.90,0.383
IC 289,47.580042,61.317056,CAS,PN,nan,0.583
Abell 16,100.980250,61.790278,LYN,PN,15.40,1.750
PM 1-339,344.714875,61.961778,CEP,PN,nan,0.092
HDW 2,47.752083,62.800917,CAS,PN,nan,5.667
BV 5-2,10.090167,62.854611,CAS,PN,nan,0.667
BV 5-1,4.997250,62.983528,CAS,PN,15.70,0.300
IC 1747,29.398583,63.321889,CAS,PN,13.60,0.217
NGC 7139,326.542625,63.787611,CEP,PN,13.00,1.283
JoDi 1,6.350000,64.150000,CAS,PN,nan,nan
Abell 3,33.048375,64.151194,CAS,PN,nan,1.000
EGB 7,251.900000,64.216667,DRA,PN,nan,nan
K 1-16,275.460667,64.368028,DRA,PN,nan,1.900
Abell 6,44.720625,64.499528,CAS,PN,nan,3.100
K 3-88,348.063167,64.655389,CEP,PN,nan,0.085
HFG 1,45.953500,64.891167,CAS,PN,nan,8.333
K 3-92,30.918458,64.959944,CAS,PN,nan,0.203
Sh 1-118,1.900000,64.966667,CAS,PN,nan,nan
K 3-90,21.245375,65.643472,CAS,PN,nan,0.150
K 3-93,36.626333,65.798139,CAS,PN,nan,0.167
IsWe 2,333.344833,65.898639,CEP,PN,nan,15.000
We 1- 1,9.723542,66.394611,CAS,PN,nan,0.317
We 2-262,358.075000,66.516667,CAS,PN,nan,nan
K 3-91,29.649417,66.567722,CAS,PN,nan,0.167
NGC 6543,269.639000,66.633000,DRA,PN,8.80,0.325
KjPn 7,346.925000,66.983333,CEP,PN,nan,nan
KjPn 6,341.986458,67.042694,CEP,PN,nan,0.100
Abell 1,3.151375,69.177972,CEP,PN,nan,0.783
M 2-55,352.963042,70.370500,CEP,PN,14.40,0.650
Abell 86,0.391708,70.711667,CEP,PN,16.70,1.050
M 2-56,359.150000,70.800000,CEP,PN,nan,nan
DeHt 5,334.890375,70.933667,CEP,PN,12.50,8.833
EGB 4,97.397292,71.067639,CAM,PN,nan,1.850
NGC 40,3.254000,72.522139,CEP,PN,nan,0.800
EGB 3,66.300000,72.816667,CAM,PN,nan,nan
EGB 1,16.783625,73.556528,CAS,PN,12.50,4.500
K 1-6,301.125000,74.450000,DRA,PN,nan,nan
IC 1454,340.649125,80.445861,CEP,PN,14.40,0.475
IC 3568,188.278083,82.563917,CAM,PN,11.60,0.167
PHR 0615-0025,93.835000,-0.430300,ORI,PN,nan,1.667
PHR 0633-1808,98.353700,-18.139700,CMA,PN,nan,0.283
PHR 0633-0135,98.288700,-1.586700,MON,PN,nan,0.933
PHR 0645-0217,101.264600,-2.297800,MON,PN,nan,0.925
PHR 0646-1235,101.605800,-12.598900,CMA,PN,nan,0.667
PHR 0648-0719,102.182500,-7.330800,MON,PN,nan,0.583
PHR 0650+0013,102.668700,0.227800,MON,PN,nan,1.133
PHR 0651-0257,102.780000,-2.951900,MON,PN,nan,0.142
PHR 0652-0951,103.080800,-9.860000,MON,PN,nan,1.000
PHR 0652-1240,103.084600,-12.676100,CMA,PN,nan,3.117
PHR 0654-1045,103.555800,-10.760600,MON,PN,nan,0.450
PHR 0700-1143,105.024200,-11.730800,CMA,PN,nan,0.817
PHR 0701-0749,105.288700,-7.822500,MON,PN,nan,1.117
PHR 0702-0324,105.642500,-3.409700,MON,PN,nan,0.867
PHR 0704-0011,106.235800,-0.187500,MON,PN,nan,0.233
PHR 0705-1419,106.410400,-14.318100,CMA,PN,nan,0.250
PHR 0705-0924,106.464200,-9.403100,MON,PN,nan,1.417
FP0711-2531,107.883300,-25.523300,CMA,PN,nan,11.000
PHR 0711-1238,107.930400,-12.634200,CMA,PN,nan,0.942
PHR 0714-1051,108.620000,-10.862200,MON,PN,nan,0.117
PHR 0716-1053,109.033300,-10.885000,MON,PN,nan,1.742
PHR 0719-1222,109.944600,-12.379700,CMA,PN,nan,3.217
FP0721+0133,110.420800,1.558600,CMI,PN,nan,12.000
PHR 0722-2431,110.559600,-24.517200,CMA,PN,nan,0.350
PHR 0722-1434,110.562100,-14.580300,CMA,PN,nan,1.550
PFP1,110.573700,-6.362800,MON,PN,nan,19.167
PHR 0722-1305,110.627500,-13.091700,CMA,PN,nan,0.742
PHR 0723+0036,110.950400,0.613300,CMI,PN,nan,1.333
PHR 0724-2021,111.054600,-20.363600,CMA,PN,nan,2.242
PHR 0724-1757,111.180800,-17.964200,CMA,PN,nan,2.850
PHR 0725-1457,111.348300,-14.952800,CMA,PN,nan,1.550
PHR 0725-1347,111.432900,-13.784400,CMA,PN,nan,1.050
PHR 0726-2858,111.520000,-28.973100,CMA,PN,nan,0.542
PHR 0727-1707,111.784600,-17.120600,CMA,PN,nan,0.733
PHR 0727-1259,111.954200,-12.991700,PUP,PN,nan,0.808
PHR 0730-2151,112.695400,-21.862200,PUP,PN,nan,0.458
PHR 0731-2439,112.998300,-24.651100,PUP,PN,nan,0.333
PHR 0732-2825,113.072500,-28.421700,PUP,PN,nan,0.633
PHR 0735-2122,113.847100,-21.378300,PUP,PN,nan,1.000
PHR 0736-3901,114.105000,-39.025300,PUP,PN,nan,0.467
FP0739-2709,114.900000,-27.164400,PUP,PN,nan,7.500
PHR 0740-2055,115.095400,-20.931700,PUP,PN,nan,4.000
PHR 0742-3247,115.598300,-32.795800,PUP,PN,nan,3.008
PHR 0743-1951,115.972900,-19.863600,PUP,PN,nan,6.667
PHR 0744-3553,116.142100,-35.899200,PUP,PN,nan,0.433
PHR 0745-3535,116.421200,-35.584400,PUP,PN,nan,0.933
PHR 0747-2146,116.828300,-21.780600,PUP,PN,nan,2.383
PHR 0747-2729,116.838800,-27.488100,PUP,PN,nan,0.333
PHR 0748-3258,117.133700,-32.971100,PUP,PN,nan,0.383
PHR 0753-2803,118.290000,-28.051400,PUP,PN,nan,1.217
PHR 0754-3444,118.732100,-34.735800,PUP,PN,nan,1.000
PHR 0755-3346,118.981200,-33.766700,PUP,PN,nan,1.667
PHR 0758-4243,119.609600,-42.731400,PUP,PN,nan,0.417
PHR 0800-3212,120.122900,-32.209200,PUP,PN,nan,0.200
PHR 0800-1635,120.246200,-16.593600,PUP,PN,nan,2.617
PHR 0803-3331,120.802100,-33.517200,PUP,PN,nan,1.225
PHR 0808-3745,122.100800,-37.755800,PUP,PN,nan,3.250
PHR 0808-3504,122.128800,-35.077800,PUP,PN,nan,0.750
PHR 0809-1650,122.255800,-16.834200,PUP,PN,nan,0.333
PHR 0816-2410,124.222100,-24.182200,PUP,PN,nan,1.550
PHR 0819-4423,124.832100,-44.385300,VEL,PN,nan,1.000
PHR 0820-3516,125.218300,-35.275800,PUP,PN,nan,0.400
FP0821-2755,125.326300,-27.926700,PUP,PN,nan,4.833
PHR 0825-4013,126.442900,-40.231100,PUP,PN,nan,16.783
PHR 0834-2819,128.575400,-28.317500,PYX,PN,nan,2.667
PHR 0838-4340,129.605800,-43.676700,VEL,PN,nan,0.217
PHR 0839-4854,129.960800,-48.905600,VEL,PN,nan,0.358
PHR 0840-4842,130.093700,-48.709200,VEL,PN,nan,0.750
FP0840-5754,130.095800,-57.913600,CAR,PN,nan,5.833
PHR 0840-3801,130.124600,-38.023900,VEL,PN,nan,0.708
PHR 0841-4919,130.478700,-49.328900,VEL,PN,nan,0.733
PHR 0843-5420,130.822100,-54.341700,VEL,PN,nan,5.250
PHR 0843-2514,130.832500,-25.241700,PYX,PN,nan,1.392
PHR 0844-5419,131.049200,-54.325600,VEL,PN,nan,0.200
FP0905-3033,136.272100,-30.553300,PYX,PN,nan,16.083
PHR 0905-4822,136.368300,-48.382200,VEL,PN,nan,0.467
PHR 0905-4753,136.415000,-47.893900,VEL,PN,nan,1.467
PHR 0905-5548,136.423700,-55.815000,VEL,PN,nan,0.833
PHR 0907-4532,136.887900,-45.548100,VEL,PN,nan,3.317
PHR 0907-5722,136.962500,-57.381400,CAR,PN,nan,4.017
PHR 0908-5522,137.008700,-55.372200,VEL,PN,nan,0.692
PHR 0911-4205,137.952100,-42.086100,VEL,PN,nan,0.500
PHR 0914-5555,138.514600,-55.922800,VEL,PN,nan,0.475
PHR 0914-5232,138.535400,-52.538900,VEL,PN,nan,0.250
PHR 0918-4454,139.502900,-44.911900,VEL,PN,nan,0.750
PHR 0918-5431,139.610400,-54.526900,VEL,PN,nan,0.667
PHR 0921-4322,140.382500,-43.368300,VEL,PN,nan,0.667
PHR 0924-5053,141.027900,-50.890300,VEL,PN,nan,0.450
PHR 0924-5506,141.062900,-55.106900,VEL,PN,nan,1.133
PHR 0927-4347,141.867100,-43.798100,VEL,PN,nan,0.850
PHR 0928-4936,142.169200,-49.612200,VEL,PN,nan,1.450
PHR 0930-5716,142.704200,-57.272500,CAR,PN,nan,0.775
PHR 0931-5535,142.858300,-55.595600,VEL,PN,nan,0.275
PHR 0933-6121,143.263300,-61.355000,CAR,PN,nan,0.700
PHR 0934-5223,143.571700,-52.388900,VEL,PN,nan,0.950
PHR 0935-5239,143.755400,-52.655000,VEL,PN,nan,1.433
PHR 0938-5501,144.516700,-55.028900,VEL,PN,nan,0.217
PHR 0940-5042,145.170400,-50.706400,VEL,PN,nan,1.350
PHR 0940-5658,145.218800,-56.966700,VEL,PN,nan,1.067
PHR 0941-5356,145.445800,-53.940800,VEL,PN,nan,10.033
PHR 0942-5220,145.505000,-52.345000,VEL,PN,nan,2.750
PHR 0943-5358,145.753300,-53.974700,VEL,PN,nan,0.317
PHR 0957-5357,149.359600,-53.952500,VEL,PN,nan,0.617
PHR 0958-5039,149.542500,-50.659700,VEL,PN,nan,0.458
PHR 0958-6126,149.634600,-61.444400,CAR,PN,nan,0.450
PHR 1001-6152,150.328700,-61.866900,CAR,PN,nan,1.317
PHR 1001-4411,150.259200,-44.185300,VEL,PN,nan,1.017
PHR 1005-5816,151.457100,-58.274700,CAR,PN,nan,0.308
PHR 1007-5304,151.800800,-53.079200,VEL,PN,nan,0.667
PHR 1007-6124,151.963700,-61.406700,CAR,PN,nan,0.433
PHR 1009-6000,152.492100,-60.004400,CAR,PN,nan,0.817
PHR 1010-5146,152.517100,-51.780000,VEL,PN,nan,0.483
PHR 1014-5811,153.604600,-58.196700,CAR,PN,nan,4.350
PHR 1019-6059,154.865000,-60.986100,CAR,PN,nan,0.950
PHR 1021-6120,155.254600,-61.338600,CAR,PN,nan,0.658
PHR 1024-5600,156.140800,-56.008900,VEL,PN,nan,0.558
PHR 1025-6115,156.442900,-61.256400,CAR,PN,nan,1.100
PHR 1030-5437,157.728700,-54.633100,VEL,PN,nan,2.283
PHR 1032-6310,158.060000,-63.172800,CAR,PN,nan,3.000
PHR 1036-5909,159.038300,-59.155600,CAR,PN,nan,0.833
PHR 1040-5417,160.195000,-54.299700,VEL,PN,nan,2.767
PHR 1044-6332,161.185800,-63.541400,CAR,PN,nan,0.342
PHR 1046-6109,161.712900,-61.156400,CAR,PN,nan,0.942
PHR 1050-5547,162.720400,-55.799700,VEL,PN,nan,1.200
PHR 1052-5042,163.111200,-50.700300,VEL,PN,nan,2.567
PHR 1054-6200,163.651700,-62.004200,CAR,PN,nan,0.800
PHR 1058-5853,164.512100,-58.892800,CAR,PN,nan,0.467
PHR 1058-6042,164.651200,-60.713300,CAR,PN,nan,0.483
PHR 1059-5944,164.925400,-59.746100,CAR,PN,nan,0.467
PHR 1104-6200,166.118300,-62.010600,CAR,PN,nan,1.117
PHR 1105-6436,166.485400,-64.607500,CAR,PN,nan,0.883
PHR 1107-5855,166.915800,-58.919400,CAR,PN,nan,1.150
PHR 1107-5857,166.918300,-58.953900,CAR,PN,nan,0.750
PHR 1107-5642,166.928700,-56.707800,CEN,PN,nan,3.133
PHR 1108-5934,167.004200,-59.575000,CAR,PN,nan,0.233
PHR 1110-6051,167.589600,-60.865600,CAR,PN,nan,0.483
PHR 1112-5817,168.162500,-58.286900,CAR,PN,nan,0.333
PHR 1115-6059,168.956700,-60.990600,CAR,PN,nan,1.733
PHR 1118-6150,169.633300,-61.849200,CAR,PN,nan,5.200
PHR 1119-6002,169.795000,-60.034700,CAR,PN,nan,0.450
PHR 1123-6030,170.962900,-60.513900,CEN,PN,nan,0.700
PHR 1123-6116,170.995800,-61.270800,CEN,PN,nan,0.783
PHR 1124-5711,171.212100,-57.186100,CEN,PN,nan,1.333
PHR 1125-6014,171.425800,-60.243100,CEN,PN,nan,0.633
PHR 1127-6033,171.947900,-60.560300,CEN,PN,nan,1.633
PHR 1129-6012,172.460000,-60.202200,CEN,PN,nan,0.333
PHR 1130-6114,172.745400,-61.247500,CEN,PN,nan,0.233
PHR 1133-5721,173.328700,-57.361900,CEN,PN,nan,3.467
PHR 1133-6417,173.407100,-64.289200,CEN,PN,nan,0.233
PHR 1134-5243,173.660800,-52.725800,CEN,PN,nan,0.650
PHR 1136-5235,174.000000,-52.592500,CEN,PN,nan,3.383
PHR 1137-6548,174.271200,-65.803100,MUS,PN,nan,5.367
PHR 1140-6022,175.153300,-60.369400,CEN,PN,nan,0.667
PHR 1140-6454,175.183700,-64.916400,MUS,PN,nan,0.417
PHR 1150-6226,177.529200,-62.442200,CEN,PN,nan,1.483
PHR 1150-6704,177.615000,-67.082500,MUS,PN,nan,0.983
PHR 1152-6234,178.232100,-62.569400,CEN,PN,nan,0.450
PHR 1157-6312,179.263300,-63.212200,CRU,PN,nan,0.250
PHR 1200-5904,180.067900,-59.078900,CRU,PN,nan,1.633
PHR 1200-5929,180.149600,-59.496900,CRU,PN,nan,0.383
PHR 1202-6112,180.575000,-61.213100,CRU,PN,nan,0.233
PHR 1202-7000,180.731200,-70.015800,MUS,PN,nan,5.283
PHR 1203-6403,180.801700,-64.061400,CRU,PN,nan,0.250
PHR 1205-6600,181.407100,-66.005800,MUS,PN,nan,0.450
PHR 1205-5746,181.464200,-57.773600,CRU,PN,nan,0.333
PHR 1206-6122,181.606200,-61.378900,CRU,PN,nan,0.200
PHR 1212-6407,183.116700,-64.119700,CRU,PN,nan,0.517
PHR 1212-6043,183.201700,-60.720800,CRU,PN,nan,0.183
PHR 1213-6643,183.398300,-66.720300,MUS,PN,nan,0.400
PHR 1213-6344,183.443300,-63.749700,CRU,PN,nan,0.267
PHR 1214-5656,183.579200,-56.935600,CRU,PN,nan,0.833
PHR 1214-6454,183.749200,-64.908600,MUS,PN,nan,0.300
PHR 1216-6039,184.037900,-60.658900,CRU,PN,nan,0.250
PHR 1217-6443,184.471200,-64.724200,MUS,PN,nan,0.733
PHR 1218-6245,184.503700,-62.760600,CRU,PN,nan,0.700
PHR 1219-6347,184.784200,-63.783600,CRU,PN,nan,0.367
PHR 1220-6134,185.036700,-61.571100,CRU,PN,nan,0.167
PHR 1221-5907,185.252900,-59.125800,CRU,PN,nan,0.867
PHR 1223-6236,185.991700,-62.605800,CRU,PN,nan,0.800
PHR 1224-6023,186.059600,-60.392500,CRU,PN,nan,1.267
PHR 1226-6649,186.661700,-66.830600,MUS,PN,nan,0.217
PHR 1234-6651,188.568300,-66.863600,MUS,PN,nan,0.217
PHR 1234-5843,188.717500,-58.722800,CRU,PN,nan,0.267
PHR 1237-5640,189.387100,-56.679400,CRU,PN,nan,0.450
PHR 1244-6231,191.118700,-62.521900,CRU,PN,nan,5.000
PHR 1244-6601,191.247900,-66.017200,MUS,PN,nan,0.367
PHR 1245-6528,191.417500,-65.474700,MUS,PN,nan,0.483
PHR 1246-6324,191.610400,-63.407800,CRU,PN,nan,0.517
PHR 1250-6346,192.518300,-63.781100,CRU,PN,nan,1.383
PHR 1250-6736,192.602100,-67.611700,MUS,PN,nan,1.900
PHR 1252-6130,193.243300,-61.501700,CRU,PN,nan,1.500
PHR 1255-6251,193.825000,-62.851100,CRU,PN,nan,3.083
PHR 1257-6052,194.287900,-60.876900,CRU,PN,nan,0.400
PHR 1257-6216,194.463700,-62.270000,CEN,PN,nan,0.317
PHR 1300-5621,195.088700,-56.361100,CEN,PN,nan,0.717
PHR 1304-6024,196.055400,-60.415800,CEN,PN,nan,1.050
PHR 1309-6457,197.257100,-64.955000,MUS,PN,nan,1.250
PHR 1313-6639,198.337500,-66.663100,MUS,PN,nan,0.733
PHR 1314-5806,198.517500,-58.108100,CEN,PN,nan,0.467
PHR 1315-6555,198.828300,-65.916700,MUS,PN,nan,0.317
PHR 1318-5601,199.577900,-56.020000,CEN,PN,nan,2.583
PHR 1318-6358,199.710800,-63.981700,CEN,PN,nan,0.442
PHR 1324-6418,201.048700,-64.303100,CEN,PN,nan,1.433
PHR 1324-6448,201.134200,-64.803600,MUS,PN,nan,0.300
PHR 1326-6103,201.590400,-61.052200,CEN,PN,nan,0.550
PHR 1327-6032,201.808300,-60.536100,CEN,PN,nan,3.000
PHR 1332-6412,203.023700,-64.208300,CEN,PN,nan,0.333
PHR 1332-5851,203.058300,-58.860600,CEN,PN,nan,0.567
PHR 1333-5744,203.377900,-57.745000,CEN,PN,nan,0.367
PHR 1335-6015,203.762500,-60.262800,CEN,PN,nan,0.550
PHR 1335-6349,203.787900,-63.815800,CEN,PN,nan,2.450
PHR 1336-5953,204.095800,-59.891900,CEN,PN,nan,0.217
PHR 1337-6908,204.309200,-69.137200,MUS,PN,nan,0.700
PHR 1337-6535,204.469600,-65.590300,MUS,PN,nan,2.850
PKP1338-6456,204.608700,-64.945000,MUS,PN,nan,0.058
PHR 1341-6427,205.281200,-64.465000,CEN,PN,nan,0.333
PHR 1346-6116,206.659200,-61.274200,CEN,PN,nan,1.150
PHR 1351-5429,207.943300,-54.495000,CEN,PN,nan,0.600
PHR 1356-6139,209.186700,-61.662200,CEN,PN,nan,0.450
PHR 1359-5728,209.915800,-57.480300,CEN,PN,nan,0.233
PHR 1400-5536,210.233300,-55.616100,CEN,PN,nan,6.000
PHR 1402-6535,210.541700,-65.592800,CIR,PN,nan,0.400
PHR 1408-6250,212.099600,-62.835000,CEN,PN,nan,1.633
PHR 1408-6229,212.197100,-62.499400,CEN,PN,nan,1.367
PHR 1408-6106,212.215400,-61.107500,CEN,PN,nan,5.117
PHR 1409-6421,212.371200,-64.365600,CEN,PN,nan,0.450
PHR 1413-6454,213.328700,-64.903100,CIR,PN,nan,0.517
PHR 1414-5857,213.670400,-58.951100,CEN,PN,nan,1.300
PHR 1416-5809,214.156700,-58.158300,CEN,PN,nan,0.567
PHR 1417-5226,214.383700,-52.439200,CEN,PN,nan,1.750
PHR 1418-5144,214.607500,-51.744200,LUP,PN,nan,6.733
PHR 1420-5933,215.027100,-59.565000,CEN,PN,nan,0.517
PHR 1424-5138,216.135800,-51.644400,LUP,PN,nan,2.000
PHR 1429-6003,217.432900,-60.054700,CEN,PN,nan,2.350
PHR 1429-6043,217.470000,-60.732500,CEN,PN,nan,2.783
PHR 1432-6138,218.020800,-61.645000,CEN,PN,nan,3.000
PHR 1433-5557,218.361200,-55.955600,CEN,PN,nan,0.867
PHR 1437-6356,219.449600,-63.933900,CEN,PN,nan,0.633
PHR 1437-5949,219.471700,-59.823600,CEN,PN,nan,1.717
PHR 1438-6140,219.575400,-61.667200,CEN,PN,nan,0.450
PHR 1440-5350,220.177100,-53.836700,LUP,PN,nan,0.533
PHR 1443-6354,220.792900,-63.912800,CIR,PN,nan,0.450
PHR 1445-5544,221.376700,-55.747500,CIR,PN,nan,1.467
PHR 1447-5703,221.791700,-57.062500,CIR,PN,nan,0.833
PHR 1447-6127,221.907500,-61.456400,CIR,PN,nan,0.517
PHR 1447-5838,221.924200,-58.644700,CIR,PN,nan,1.083
PHR 1451-5432,222.906700,-54.540600,LUP,PN,nan,0.733
PHR 1453-5714,223.353300,-57.246900,CIR,PN,nan,0.467
PHR 1453-5448,223.420800,-54.802500,LUP,PN,nan,0.317
PHR 1454-6146,223.514200,-61.775000,CIR,PN,nan,1.233
PHR 1457-5812,224.398700,-58.202500,CIR,PN,nan,0.517
PHR 1459-6511,224.825400,-65.186900,CIR,PN,nan,0.617
PHR 1502-6315,225.671200,-63.250300,CIR,PN,nan,0.333
PHR 1503-6257,225.994600,-62.961900,CIR,PN,nan,1.400
PHR 1504-6113,226.165000,-61.219700,CIR,PN,nan,0.300
PHR 1507-5925,226.959200,-59.420600,CIR,PN,nan,0.367
PHR 1510-6754,227.608700,-67.915000,TRA,PN,nan,5.167
PHR 1514-5436,228.643300,-54.603900,NOR,PN,nan,0.467
PHR 1517-5751,229.380000,-57.852800,CIR,PN,nan,1.867
PHR 1519-6032,229.855000,-60.543900,CIR,PN,nan,0.200
PHR 1520-5243,230.114600,-52.723600,LUP,PN,nan,0.883
